n_ActionID,c_Competition,n_MatchID,c_HomeTeam,c_AwayTeam,n_HomeGoals,n_AwayGoals,d_Date,c_Action,c_Period,n_StartTime,n_Endtime,n_HomeOrAway,n_TeamID,c_Team,n_personid,c_person,c_Function,n_ShirtNr,c_ActionReason,c_actionInfo,n_Subpersonid,c_Subperson
27473159,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Kick-off,First half,1873000,1873000,-1,4034,Chelsea,1498041,Tammy Abraham,NULL,NULL,NULL,NULL,0,NULL
27473077,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Free kick,First half,1689000,1689000,1,4760,Norwich City,852309,Grant Hanley,NULL,NULL,NULL,Right foot,0,NULL
27473068,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Foul committed,First half,1676000,1676000,-1,4034,Chelsea,889771,Ross Barkley,NULL,NULL,Handball,NULL,0,NULL
27473044,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Goal kick,First half,1605000,1605000,1,4760,Norwich City,589385,Tim Krul,NULL,NULL,NULL,NULL,0,NULL
27473041,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Free kick,First half,1588000,1588000,-1,4034,Chelsea,1063451,Emerson Palmieri,NULL,NULL,NULL,Left foot,0,NULL
27473010,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Blocked shot,First half,1400000,1400000,-1,4034,Chelsea,1496606,Mason Mount,NULL,NULL,NULL,Right foot,0,NULL
27473009,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Shot blocked by,First half,1400000,1400000,1,4760,Norwich City,852309,Grant Hanley,NULL,NULL,NULL,NULL,0,NULL
27473030,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Foul committed,First half,1528000,1528000,1,4760,Norwich City,903781,Tom Trybull,NULL,NULL,Rough play,NULL,961851,Jorginho
27473025,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Corner,First half,1504000,1504000,-1,4034,Chelsea,1496606,Mason Mount,NULL,NULL,NULL,Right foot,0,NULL
27473022,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Shot on goal,First half,1473000,1473000,-1,4034,Chelsea,1121972,Andreas Christensen,NULL,NULL,NULL,Header,0,NULL
27473023,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Save by goalkeeper,First half,1473000,1473000,1,4760,Norwich City,589385,Tim Krul,NULL,NULL,Diving/Blocked,NULL,0,NULL
27473020,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Corner,First half,1466000,1466000,-1,4034,Chelsea,1496606,Mason Mount,NULL,NULL,NULL,Right foot,0,NULL
27472998,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Blocked shot,First half,1305000,1305000,-1,4034,Chelsea,1063451,Emerson Palmieri,NULL,NULL,NULL,Left foot,0,NULL
27472997,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Shot blocked by,First half,1305000,1305000,1,4760,Norwich City,852309,Grant Hanley,NULL,NULL,NULL,NULL,0,NULL
27473013,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Blocked shot,First half,1401000,1401000,-1,4034,Chelsea,1498041,Tammy Abraham,NULL,NULL,NULL,Right foot,0,NULL
27473012,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Shot blocked by,First half,1401000,1401000,1,4760,Norwich City,852309,Grant Hanley,NULL,NULL,NULL,NULL,0,NULL
27472959,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Kick-off,First half,1079000,1079000,1,4760,Norwich City,715166,Teemu Pukki,NULL,NULL,NULL,NULL,0,NULL
27472949,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Goal kick,First half,1003000,1003000,1,4760,Norwich City,589385,Tim Krul,NULL,NULL,NULL,NULL,0,NULL
27472938,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Corner,First half,975000,975000,-1,4034,Chelsea,1496606,Mason Mount,NULL,NULL,NULL,Right foot,0,NULL
27472930,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Free kick,First half,942000,942000,-1,4034,Chelsea,1496606,Mason Mount,NULL,NULL,NULL,Right foot,0,NULL
27472916,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Foul committed,First half,882000,882000,1,4760,Norwich City,823631,Marco Stiepermann,NULL,NULL,Holding,NULL,908668,Mateo Kovacic
27462439,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Line-up,Start,NULL,NULL,-1,4034,Chelsea,1121972,Andreas Christensen,Defender,4,NULL,NULL,0,NULL
27462440,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Line-up,Start,NULL,NULL,-1,4034,Chelsea,953148,Kurt Zouma,Defender,15,NULL,NULL,0,NULL
27472808,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Line-up,Start,NULL,NULL,-1,4034,Chelsea,889771,Ross Barkley,Midfielder,8,NULL,NULL,0,NULL
27472837,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Save by goalkeeper,First half,417000,417000,1,4760,Norwich City,589385,Tim Krul,NULL,NULL,Standing/Caught,NULL,0,NULL
27472836,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Shot on goal,First half,417000,417000,-1,4034,Chelsea,1496606,Mason Mount,NULL,NULL,NULL,Right foot,0,NULL
27472834,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Kick-off,First half,396000,396000,-1,4034,Chelsea,1498041,Tammy Abraham,NULL,NULL,NULL,NULL,0,NULL
27472825,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Kick-off,First half,235000,235000,1,4760,Norwich City,715166,Teemu Pukki,NULL,NULL,NULL,NULL,0,NULL
27472811,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Kick-off,First half,0,0,-1,4034,Chelsea,0,NULL,NULL,NULL,NULL,NULL,0,NULL
27472522,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Line-up,NULL,NULL,NULL,-1,4034,Chelsea,918675,Michy Batshuayi,Substitute,23,NULL,NULL,0,NULL
27472518,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Line-up,NULL,NULL,NULL,-1,4034,Chelsea,1498040,Fikayo Tomori,Substitute,29,NULL,NULL,0,NULL
27472514,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Line-up,NULL,NULL,NULL,-1,4034,Chelsea,485472,Willy Caballero,Substitute,13,NULL,NULL,0,NULL
27462438,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Line-up,Start,NULL,NULL,-1,4034,Chelsea,659005,César Azpilicueta,Defender (C),28,NULL,NULL,0,NULL
27472508,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Line-up,Start,NULL,NULL,-1,4034,Chelsea,908668,Mateo Kovacic,Midfielder,17,NULL,NULL,0,NULL
27472499,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Line-up,NULL,NULL,NULL,1,4760,Norwich City,477428,Alexander Tettey,Substitute,27,NULL,NULL,0,NULL
27472494,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Line-up,NULL,NULL,NULL,1,4760,Norwich City,799628,Timm Klose,Substitute,15,NULL,NULL,0,NULL
27472493,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Line-up,NULL,NULL,NULL,1,4760,Norwich City,1083246,Sam Byram,Substitute,3,NULL,NULL,0,NULL
27472492,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Line-up,NULL,NULL,NULL,1,4760,Norwich City,599318,Ralf Fährmann,Substitute,21,NULL,NULL,0,NULL
27462434,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Line-up,Start,NULL,NULL,1,4760,Norwich City,1718917,Todd Cantwell,Midfielder,14,NULL,NULL,0,NULL
27462430,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Line-up,Start,NULL,NULL,1,4760,Norwich City,1335762,Emiliano Buendia,Midfielder,17,NULL,NULL,0,NULL
27462427,Premier League,2375245,Norwich City,Chelsea,2,3,24-Aug-19,Line-up,Start,NULL,NULL,1,4760,Norwich City,852309,Grant Hanley,Defender (C),5,NULL,NULL,0,NULL
27470092,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Goal,First half,1259000,1259000,1,4010,Aston Villa,1405966,Wesley Moraes,NULL,NULL,Assist,Right foot,1083036,Jota
27471089,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Goal,Second half,5675000,5675000,1,4010,Aston Villa,1294746,Anwar El Ghazi,NULL,NULL,Assist,Right foot,1080366,John McGinn
27471056,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Yellow,Second half,5099000,5099000,1,4010,Aston Villa,1121469,Trezeguet,NULL,NULL,Misconduct to game,NULL,0,NULL
27471120,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Corner,First half,110000,110000,-1,4047,Everton,797605,Gylfi Sigurdsson,NULL,NULL,NULL,Left foot,0,NULL
27471112,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Free kick,Second half,2878000,2878000,1,4010,Aston Villa,633151,Tom Heaton,NULL,NULL,NULL,Right foot,0,NULL
27471095,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,End of period,Second half,5765000,5765000,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL
27471093,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Kick-off,Second half,5754000,5754000,-1,4047,Everton,1495798,Moise Kean,NULL,NULL,NULL,NULL,0,NULL
27471086,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Goal kick,Second half,5644000,5644000,1,4010,Aston Villa,633151,Tom Heaton,NULL,NULL,NULL,NULL,0,NULL
27471085,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Shot wide,Second half,5606000,5606000,-1,4047,Everton,874820,Lucas Digne,NULL,NULL,NULL,Right foot,0,NULL
27471082,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Free kick,Second half,5555000,5555000,-1,4047,Everton,1076049,Jordan Pickford,NULL,NULL,NULL,Left foot,0,NULL
27471081,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Offside,Second half,5538000,5538000,1,4010,Aston Villa,1294746,Anwar El Ghazi,NULL,NULL,NULL,NULL,0,NULL
27471078,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Free kick,Second half,5505000,5505000,1,4010,Aston Villa,1128670,Tyrone Mings,NULL,NULL,NULL,Left foot,0,NULL
27471076,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Foul committed,Second half,5471000,5471000,-1,4047,Everton,1236844,Dominic Calvert-Lewin,NULL,NULL,Rough play,NULL,1656930,Douglas Luiz
27471074,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Goal kick,Second half,5463000,5463000,1,4010,Aston Villa,633151,Tom Heaton,NULL,NULL,NULL,NULL,0,NULL
27471070,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Injury time,Second half,5411000,5411000,0,0,NULL,0,NULL,NULL,NULL,NULL,300000,0,NULL
27471069,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Shot wide,Second half,5341000,5341000,-1,4047,Everton,591518,Theo Walcott,NULL,NULL,NULL,Right foot,0,NULL
27471068,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Free kick,Second half,5326000,5326000,-1,4047,Everton,1076049,Jordan Pickford,NULL,NULL,NULL,Right foot,0,NULL
27471067,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Offside,Second half,5313000,5313000,1,4010,Aston Villa,1294746,Anwar El Ghazi,NULL,NULL,NULL,NULL,0,NULL
27471057,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Free kick,Second half,5146000,5146000,-1,4047,Everton,1076049,Jordan Pickford,NULL,NULL,NULL,Right foot,0,NULL
27468968,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Substitution,Second half,5133000,NULL,1,4010,Aston Villa,694819,Ahmed Al-Muhamadi,Defender,27,NULL,NULL,1121469,Trezeguet
27468953,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Line-up,Start,NULL,5133000,1,4010,Aston Villa,1121469,Trezeguet,Midfielder,17,NULL,NULL,0,NULL
27471053,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Yellow,Second half,5071000,5071000,-1,4047,Everton,690809,Seamus Coleman,NULL,NULL,Misconduct to game,NULL,0,NULL
27471046,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Foul committed,Second half,5027000,5027000,1,4010,Aston Villa,1121469,Trezeguet,NULL,NULL,Rough play,NULL,690809,Seamus Coleman
27471040,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Save by goalkeeper,Second half,4997000,4997000,-1,4047,Everton,1076049,Jordan Pickford,NULL,NULL,Diving/Blocked,NULL,0,NULL
27471039,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Shot on goal,Second half,4997000,4997000,1,4010,Aston Villa,1294746,Anwar El Ghazi,NULL,NULL,NULL,Right foot,0,NULL
27471036,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Foul committed,Second half,4952000,4952000,-1,4047,Everton,1495798,Moise Kean,NULL,NULL,Rough play,NULL,1352969,Frederic Guilbert
27471037,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Free kick,Second half,4965000,4965000,1,4010,Aston Villa,633151,Tom Heaton,NULL,NULL,NULL,Right foot,0,NULL
27471030,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Shot wide,Second half,4912000,4912000,-1,4047,Everton,1218398,Alex Iwobi,NULL,NULL,Hit post,Left foot,0,NULL
27471031,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Hit post,Second half,4912000,4912000,-1,4047,Everton,1218398,Alex Iwobi,NULL,NULL,NULL,NULL,0,NULL
27471011,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Free kick,Second half,4790000,4790000,1,4010,Aston Villa,981069,Björn Engels,NULL,NULL,NULL,Right foot,0,NULL
27471008,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Yellow,Second half,4766000,4766000,-1,4047,Everton,1093374,André Gomes,NULL,NULL,Misconduct to game,NULL,0,NULL
27471005,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Foul committed,Second half,4750000,4750000,-1,4047,Everton,874820,Lucas Digne,NULL,NULL,Rough play,NULL,1294746,Anwar El Ghazi
27471003,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Free kick,Second half,4744000,4744000,-1,4047,Everton,1076049,Jordan Pickford,NULL,NULL,NULL,Right foot,0,NULL
27471002,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Offside,Second half,4735000,4735000,1,4010,Aston Villa,981069,Björn Engels,NULL,NULL,NULL,NULL,0,NULL
27470999,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Free kick,Second half,4714000,4714000,1,4010,Aston Villa,1028610,Jack Grealish,NULL,NULL,NULL,Right foot,0,NULL
27470989,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Foul committed,Second half,4680000,4680000,-1,4047,Everton,1495798,Moise Kean,NULL,NULL,Rough play,NULL,1656930,Douglas Luiz
27470987,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Free kick,Second half,4677000,4677000,1,4010,Aston Villa,1080366,John McGinn,NULL,NULL,NULL,Right foot,0,NULL
27470985,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Foul committed,Second half,4659000,4659000,-1,4047,Everton,1236844,Dominic Calvert-Lewin,NULL,NULL,Rough play,NULL,1121469,Trezeguet
27468998,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Substitution,Second half,4635000,NULL,-1,4047,Everton,591518,Theo Walcott,Forward,11,NULL,NULL,1497018,Richarlison
27468980,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Line-up,Start,NULL,4635000,-1,4047,Everton,1497018,Richarlison,Midfielder,7,NULL,NULL,0,NULL
27468972,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Substitution,Second half,4619000,NULL,1,4010,Aston Villa,1294746,Anwar El Ghazi,Forward,21,NULL,NULL,1083036,Jota
27468958,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Line-up,Start,NULL,4619000,1,4010,Aston Villa,1083036,Jota,Midfielder,23,NULL,NULL,0,NULL
27470982,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Shot wide,Second half,4581000,4581000,-1,4047,Everton,685007,Morgan Schneiderlin,NULL,NULL,NULL,Right foot,0,NULL
27470981,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Corner,Second half,4574000,4574000,-1,4047,Everton,1497018,Richarlison,NULL,NULL,NULL,Right foot,0,NULL
27470975,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Free kick,Second half,4523000,4523000,-1,4047,Everton,1236844,Dominic Calvert-Lewin,NULL,NULL,NULL,Right foot,0,NULL
27470974,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Foul committed,Second half,4509000,4509000,1,4010,Aston Villa,1080366,John McGinn,NULL,NULL,Rough play,NULL,1236844,Dominic Calvert-Lewin
27470970,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Goal kick,Second half,4499000,4499000,1,4010,Aston Villa,633151,Tom Heaton,NULL,NULL,NULL,NULL,0,NULL
27470962,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Free kick,Second half,4373000,4373000,1,4010,Aston Villa,1121469,Trezeguet,NULL,NULL,NULL,Right foot,0,NULL
27470911,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Foul committed,Second half,4335000,4335000,-1,4047,Everton,1495798,Moise Kean,NULL,NULL,Rough play,NULL,854807,Neil Taylor
27470886,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Save by goalkeeper,Second half,4210000,4210000,1,4010,Aston Villa,633151,Tom Heaton,NULL,NULL,Standing/Caught,NULL,0,NULL
27470885,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Shot on goal,Second half,4210000,4210000,-1,4047,Everton,1218398,Alex Iwobi,NULL,NULL,NULL,Left foot,0,NULL
27470882,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Free kick,Second half,4176000,4176000,-1,4047,Everton,690809,Seamus Coleman,NULL,NULL,NULL,Right foot,0,NULL
27470880,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Offside,Second half,4168000,4168000,1,4010,Aston Villa,1405966,Wesley Moraes,NULL,NULL,NULL,NULL,0,NULL
27470843,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Corner,Second half,3954000,3954000,-1,4047,Everton,1093374,André Gomes,NULL,NULL,NULL,Left foot,0,NULL
27470836,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Blocked shot,Second half,3921000,3921000,-1,4047,Everton,1223890,Yerry Mina,NULL,NULL,NULL,Header,0,NULL
27470835,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Shot blocked by,Second half,3921000,3921000,1,4010,Aston Villa,981069,Björn Engels,NULL,NULL,NULL,NULL,0,NULL
27470832,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Corner,Second half,3912000,3912000,-1,4047,Everton,874820,Lucas Digne,NULL,NULL,NULL,Left foot,0,NULL
27470813,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Free kick,Second half,3759000,3759000,-1,4047,Everton,685007,Morgan Schneiderlin,NULL,NULL,NULL,Right foot,0,NULL
27470812,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Foul committed,Second half,3744000,3744000,1,4010,Aston Villa,1121469,Trezeguet,NULL,NULL,Rough play,NULL,1497018,Richarlison
27468995,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Substitution,Second half,3614000,NULL,-1,4047,Everton,1218398,Alex Iwobi,Forward,17,NULL,NULL,797605,Gylfi Sigurdsson
27468984,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Line-up,Start,NULL,3614000,-1,4047,Everton,797605,Gylfi Sigurdsson,Midfielder,10,NULL,NULL,0,NULL
27468999,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Substitution,Second half,3674000,NULL,-1,4047,Everton,1495798,Moise Kean,Forward,27,NULL,NULL,938109,Bernard
27468986,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Line-up,Start,NULL,3674000,-1,4047,Everton,938109,Bernard,Midfielder,20,NULL,NULL,0,NULL
27470782,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Save by goalkeeper,Second half,3585000,3585000,-1,4047,Everton,1076049,Jordan Pickford,NULL,NULL,Standing/Caught,NULL,0,NULL
27470781,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Shot on goal,Second half,3585000,3585000,1,4010,Aston Villa,1128670,Tyrone Mings,NULL,NULL,NULL,Right foot,0,NULL
27470777,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Free kick,Second half,3585000,3585000,1,4010,Aston Villa,1028610,Jack Grealish,NULL,NULL,NULL,Right foot,0,NULL
27470773,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Foul committed,Second half,3550000,3550000,-1,4047,Everton,1093374,André Gomes,NULL,NULL,Rough play,NULL,1080366,John McGinn
27470757,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Save by goalkeeper,Second half,3502000,3502000,-1,4047,Everton,1076049,Jordan Pickford,NULL,NULL,Standing/Caught,NULL,0,NULL
27470756,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Shot on goal,Second half,3502000,3502000,1,4010,Aston Villa,1128670,Tyrone Mings,NULL,NULL,NULL,Header,0,NULL
27470754,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Free kick,Second half,3485000,3485000,1,4010,Aston Villa,1028610,Jack Grealish,NULL,NULL,NULL,Right foot,0,NULL
27470751,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Foul committed,Second half,3448000,3448000,-1,4047,Everton,1093374,André Gomes,NULL,NULL,Rough play,NULL,1083036,Jota
27470740,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Free kick,Second half,3376000,3376000,1,4010,Aston Villa,1083036,Jota,NULL,NULL,NULL,Right foot,0,NULL
27470736,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Foul committed,Second half,3348000,3348000,-1,4047,Everton,874820,Lucas Digne,NULL,NULL,Rough play,NULL,1080366,John McGinn
27470721,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Foul committed,Second half,3286000,3286000,-1,4047,Everton,1093374,André Gomes,NULL,NULL,Rough play,NULL,1028610,Jack Grealish
27470722,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Free kick,Second half,3301000,3301000,1,4010,Aston Villa,1028610,Jack Grealish,NULL,NULL,NULL,Right foot,0,NULL
27470716,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Goal kick,Second half,3262000,3262000,-1,4047,Everton,1076049,Jordan Pickford,NULL,NULL,NULL,NULL,0,NULL
27470711,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Shot wide,Second half,3245000,3245000,-1,4047,Everton,1223890,Yerry Mina,NULL,NULL,NULL,Header,0,NULL
27470689,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Corner,Second half,3240000,3240000,-1,4047,Everton,797605,Gylfi Sigurdsson,NULL,NULL,NULL,Left foot,0,NULL
27470676,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Free kick,Second half,3159000,3159000,-1,4047,Everton,1223890,Yerry Mina,NULL,NULL,NULL,Right foot,0,NULL
27470674,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Offside,Second half,3152000,3152000,1,4010,Aston Villa,1405966,Wesley Moraes,NULL,NULL,NULL,NULL,0,NULL
27470659,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Yellow,Second half,3111000,3111000,-1,4047,Everton,1236844,Dominic Calvert-Lewin,NULL,NULL,Tackle,NULL,0,NULL
27470654,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Free kick,Second half,3085000,3085000,1,4010,Aston Villa,633151,Tom Heaton,NULL,NULL,NULL,Right foot,0,NULL
27470652,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Foul committed,Second half,3064000,3064000,-1,4047,Everton,874820,Lucas Digne,NULL,NULL,Rough play,NULL,981069,Björn Engels
27470648,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Free kick,Second half,3055000,3055000,-1,4047,Everton,1076049,Jordan Pickford,NULL,NULL,NULL,Right foot,0,NULL
27470642,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Foul committed,Second half,3023000,3023000,1,4010,Aston Villa,1083036,Jota,NULL,NULL,Rough play,NULL,938109,Bernard
27470577,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Foul committed,Second half,2872000,2872000,-1,4047,Everton,938109,Bernard,NULL,NULL,Rough play,NULL,1352969,Frederic Guilbert
27470570,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Free kick,Second half,2858000,2858000,-1,4047,Everton,1093374,André Gomes,NULL,NULL,NULL,Right foot,0,NULL
27470568,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Foul committed,Second half,2837000,2837000,1,4010,Aston Villa,1656930,Douglas Luiz,NULL,NULL,Rough play,NULL,1236844,Dominic Calvert-Lewin
27470549,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Kick-off,Second half,2700000,2700000,-1,4047,Everton,0,NULL,NULL,NULL,NULL,NULL,0,NULL
27470408,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Free kick,First half,850000,850000,-1,4047,Everton,1093374,André Gomes,NULL,NULL,NULL,Right foot,0,NULL
27470374,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,End of period,First half,2881000,2881000,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL
27470351,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Foul committed,First half,2668000,2668000,-1,4047,Everton,1236844,Dominic Calvert-Lewin,NULL,NULL,Rough play,NULL,1080366,John McGinn
27470362,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Injury time,First half,2788000,2788000,0,0,NULL,0,NULL,NULL,NULL,NULL,180000,0,NULL
27470356,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Free kick,First half,2698000,2698000,1,4010,Aston Villa,1080366,John McGinn,NULL,NULL,NULL,Right foot,0,NULL
27470353,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Shot wide,First half,2681000,2681000,1,4010,Aston Villa,1028610,Jack Grealish,NULL,NULL,NULL,Right foot,0,NULL
27470336,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Free kick,First half,2544000,2544000,1,4010,Aston Villa,1028610,Jack Grealish,NULL,NULL,NULL,Right foot,0,NULL
27470332,Premier League,2375236,Aston Villa,Everton,2,0,23-Aug-19,Foul committed,First half,2501000,2501000,-1,4047,Everton,690809,Seamus Coleman,NULL,NULL,Rough play,NULL,1656930,Douglas Luiz
